hani	latn
諶	dim
愖	dim
訦	dim
忱	dim
煁	dim
瘎	dim
㽸	dim
任	nim
鵀	nim
恁	nim
壬	nim
紝	nim
銋	nim
䛘	nim
深	šim
𦸂	šim
淫	jim
霪	jim
婬	jim
𥮍	jim
蟫	jim
鷣	jim
䒞	jim
冘	jim
𢓕	jim
碪	jim
撢	jim
𨟏	jim
㸒	jim
鐔	jim
鱏	jim
心	sim
𦁍	sim
𨊳	sim
杺	sim
愔	qim
韾	qim
祲	țim
梫	țim
兓	țim
埐	țim
𩀿	țim
𪖼	țim
綅	țim
𥍯	țim
𩻛	țim
𩷒	d̦im
䰼	d̦im
鬵	d̦im
嶜	d̦im
梣	d̦im
埐	d̦im
𣜣	d̦im
鈂	d̦im
灊	d̦im
䤁	d̦im
䛘	nrim
䋻	nrim
鵀	nrim
琴	crim
㩒	crim
捦	crim
擒	crim
黔	crim
禽	crim
芩	crim
𨙽	crim
檎	crim
㕋	crim
鵭	crim
䔷	crim
澿	crim
凜	crim
庈	crim
雂	crim
㪁	crim
㱽	crim
黚	crim
䅾	crim
耹	crim
靲	crim
欽	ꝁrim
菳	ꝁrim
衾	ꝁrim
嶔	ꝁrim
顉	ꝁrim
吟	grim
訡	grim
䪩	grim
唫	grim
崟	grim
荶	grim
碞	grim
𩂢	grim
乑	grim
𠪚	grim
歆	xrim
廞	xrim
嬜	xrim
㽎	xrim
金	krim
今	krim
黅	krim
衿	krim
襟	krim
䘳	krim
禁	krim
㦗	krim
𪑙	krim
音	qrim
陰	qrim
隌	qrim
瘖	qrim
霠	qrim
䜾	qrim
喑	qrim
䤃	qrim
森	srim
參	srim
曑	srim
蔘	srim
薓	srim
槮	srim
襳	srim
𥥿	srim
穼	srim
棽	srim
岑	d̦rim
涔	d̦rim
㞥	d̦rim
梣	d̦rim
𣠟	d̦rim
𩅨	d̦rim
𩻛	d̦rim
䅾	d̦rim
笒	d̦rim
旡	țrim
簪	țrim
㻸	țrim
撍	țrim
嵾	ṯrim
參	ṯrim
梫	ṯrim
𥤇	ṯrim
駸	ṯrim
槮	ṯrim
𧡪	ŧim
覃	dvm
𨝸	dvm
潭	dvm
曇	dvm
藫	dvm
橝	dvm
蟫	dvm
譚	dvm
𧽼	dvm
燂	dvm
壜	dvm
鐔	dvm
眈	dvm
㽎	dvm
𦗡	dvm
𩡝	dvm
𧂗	dvm
蕁	dvm
䊤	dvm
㽑	dvm
參	ṯvm
驂	ṯvm
䟃	ṯvm
傪	ṯvm
㜗	ṯvm
南	nvm
男	nvm
柟	nvm
楠	nvm
抩	nvm
䶲	nvm
𤱣	nvm
諳	qvm
䳺	qvm
媕	qvm
庵	qvm
腤	qvm
菴	qvm
㞄	qvm
馣	qvm
嬜	qvm
韽	qvm
盦	qvm
喑	qvm
含	hvm
涵	hvm
䈄	hvm
筨	hvm
梒	hvm
䤴	hvm
函	hvm
顄	hvm
𩔞	hvm
蜬	hvm
頷	hvm
𣹢	hvm
鋡	hvm
𤭙	hvm
𠥴	hvm
䶃	hvm
圅	hvm
肣	hvm
䨡	hvm
𩄙	hvm
𢎘	hvm
𠗴	hvm
婪	lvm
惏	lvm
燷	lvm
嵐	lvm
葻	lvm
啉	lvm
蠶	d̦vm
撏	d̦vm
䣟	d̦vm
𨅔	d̦vm
簪	țvm
撍	țvm
篸	țvm
𥸢	țvm
䐶	țvm
䍼	țvm
鐕	țvm
探	ŧvm
撢	ŧvm
貪	ŧvm
耽	tvm
湛	tvm
眈	tvm
酖	tvm
妉	tvm
甔	tvm
媅	tvm
𧡪	tvm
𡖓	tvm
龕	ꝁvm
𢦟	ꝁvm
𩑟	ꝁvm
堪	ꝁvm
戡	ꝁvm
𤯌	ꝁvm
嵁	ꝁvm
𤬪	ꝁvm
撖	ꝁvm
㪁	ꝁvm
㟏	xvm
𩈣	xvm
馠	xvm
𣢺	xvm
谽	xvm
唅	xvm
𡬖	xvm
𡪶	xvm
毿	svm
蔘	svm
犙	svm
弇	kvm
䶃	kvm
淦	kvm
䌠	kvm
蜬	kvm
䜙	gvm
𡪁	gvm
嵁	gvm
談	dam
郯	dam
惔	dam
錟	dam
淡	dam
痰	dam
澹	dam
倓	dam
餤	dam
𥰨	dam
㶣	dam
甘	kam
柑	kam
䇞	kam
苷	kam
泔	kam
𤯎	kam
媣	kam
擔	tam
儋	tam
聸	tam
頕	tam
甔	tam
三	sam
參	sam
弎	sam
𢁘	sam
鬖	sam
藍	lam
襤	lam
䰐	lam
㩜	lam
籃	lam
𩈵	lam
𪇖	lam
懢	lam
䆾	lam
儖	lam
蘫	lam
坩	ꝁam
舑	ŧam
聃	ŧam
𨈭	ŧam
緂	ŧam
㘱	ŧam
䔜	ŧam
䆱	ŧam
㴂	ŧam
𦸁	ŧam
慙	d̦am
慚	d̦am
鏨	d̦am
䳻	d̦am
㨻	d̦am
酣	ham
甝	ham
䗣	ham
魽	ham
𤯎	ham
煔	ham
炶	ham
邯	ham
姏	mam
𩈻	d̦am
蚶	xam
𧵊	xam
嬜	xam
歛	xam
憨	xam
鹽	jiem
塩	jiem
𣡶	jiem
閻	jiem
壛	jiem
阽	jiem
檐	jiem
簷	jiem
櫩	jiem
𣡞	jiem
㶄	jiem
𪂈	jiem
䦲	jiem
㿕	jiem
𤅸	jiem
廉	liem
鐮	liem
鎌	liem
𩄡	liem
㡘	liem
簾	liem
薕	liem
薟	liem
蘞	liem
匳	liem
籨	liem
𥖝	liem
獫	liem
蠊	liem
䆂	liem
𨎷	liem
𣀃	liem
帘	liem
鬑	liem
覝	liem
砭	priem
𥑁	priem
銛	siem
暹	siem
枮	siem
綅	siem
𦃌	siem
韱	siem
襳	siem
纖	siem
憸	siem
孅	siem
䯹	siem
彡	siem
𢘁	siem
籤	ṯiem
臉	ṯiem
䑎	ṯiem
鹼	ṯiem
槧	ṯiem
憸	ṯiem
僉	ṯiem
𠠃	ṯiem
㡨	ṯiem
譣	ṯiem
詹	tiem
瞻	tiem
占	tiem
蟾	tiem
噡	tiem
厃	tiem
棎	diem
撏	diem
蟾	diem
苫	šiem
痁	šiem
𡝫	šiem
䪜	ŧiem
㚲	ŧiem
幨	ŧiem
襜	ŧiem
裧	ŧiem
𤎥	ŧiem
㾆	ŧiem
緂	ŧiem
妗	ŧiem
𢛈	ŧiem
𢃔	ŧiem
𩓾	niem
髯	niem
蚺	niem
呥	niem
柟	niem
𧦦	niem
蛅	niem
冉	niem
袡	niem
䶲	niem
㾆	niem
舑	niem
黏	nriem
粘	nriem
䬯	nriem
炎	hriem
霑	triem
沾	triem
𪏉	triem
覘	ŧriem
𡝫	ŧriem
淹	qriem
菴	qriem
崦	qriem
醃	qriem
䣍	qriem
閹	qriem
𢜩	ꝁriem
𨦄	ꝁriem
𪙊	griem
尖	țiem
殲	țiem
瀸	țiem
㡨	țiem
𡄑	țiem
漸	țiem
虃	țiem
熸	țiem
䇝	țiem
𩅼	țiem
鑯	țiem
鋟	țiem
𩃔	țiem
潛	d̦iem
朁	d̦iem
鬵	d̦iem
𥮒	d̦iem
灊	d̦iem
䁮	d̦iem
燂	d̦iem
𤎢	d̦iem
螹	d̦iem
箝	criem
鉗	criem
𢁮	criem
鉆	criem
黚	criem
拑	criem
黔	criem
羬	criem
鳹	criem
雂	criem
鍼	criem
鈐	criem
懕	qiem
猒	qiem
饜	qiem
嬮	qiem
㤿	qiem
䅧	qiem
𨣻	qiem
燅	ziem
𤍙	ziem
燖	ziem
爓	ziem
𦢨	ziem
䕭	ziem
𢸧	ziem
㰊	ziem
𢅮	ziem
襳	sriem
㶣	driem
𪏂	driem
誗	driem
鍼	ciem
添	ŧem
沾	ŧem
黇	ŧem
舚	ŧem
𩬑	tem
敁	tem
佔	tem
詀	tem
㡇	tem
𧚊	tem
𦕒	tem
䀡	tem
甜	dem
恬	dem
湉	dem
菾	dem
𦳇	dem
鬑	lem
薕	lem
熑	lem
溓	lem
濓	lem
燫	lem
謙	ꝁem
䌠	ꝁem
兼	kem
縑	kem
鶼	kem
𥻧	kem
蒹	kem
𦋰	kem
鰜	kem
嫌	hem
稴	hem
鮎	nem
䬯	nem
拈	nem
馦	xem
㾾	xem
䵌	xem
㽐	xem
欦	xem
䌠	xem
妗	xem
咸	hrem
鹹	hrem
醎	hrem
函	hrem
𩤥	hrem
諴	hrem
鰜	hrem
稴	hrem
椷	hrem
㮀	hrem
輱	hrem
緘	krem
䌠	krem
瑊	krem
玪	krem
尲	krem
黬	krem
𪒹	krem
攕	srem
摻	srem
檆	srem
杉	srem
櫼	srem
𩃔	srem
𩁺	srem
䀐	srem
𨏪	srem
𩌰	srem
㺑	srem
𤟟	qrem
淊	qrem
黯	qrem
嵒	grem
䫡	grem
黬	grem
羬	grem
𧇱	grem
麙	grem
𪙊	grem
碞	grem
㺂	grem
𧬌	grem
㰹	xrem
𧍧	xrem
妗	xrem
𧮰	xrem
䩂	xrem
詀	trem
䩇	trem
鵮	trem
𪉜	trem
諵	nrem
喃	nrem
讒	d̦rem
獑	d̦rem
鏨	d̦rem
饞	d̦rem
毚	d̦rem
㺥	d̦rem
𪗂	d̦rem
欃	d̦rem
攙	d̦rem
𪖎	d̦rem
𢽝	d̦rem
儳	d̦rem
酁	d̦rem
鵮	ꝁrem
𢽣	ꝁrem
嵁	ꝁrem
厱	ꝁrem
𠔺	ꝁrem
銜	hram
甉	hram
巉	d̦ram
嶃	d̦ram
酁	d̦ram
艬	d̦ram
鑱	d̦ram
獑	d̦ram
毚	d̦ram
嚵	d̦ram
巖	gram
礹	gram
𡆑	gram
攙	ṯram
衫	sram
纔	sram
髟	sram
縿	sram
彡	sram
芟	sram
穇	sram
𩌰	sram
監	kram
礛	kram
𥌈	kram
鑑	kram
𨂝	bram
嵌	ꝁram
嚴	giam
䉷	giam
𩏩	xiam
杴	xiam
㿌	xiam
𥟕	xiam
蘞	xiam
醃	qiam
腌	qiam
㪁	ꝁiam
厱	ꝁiam
凡	byom
帆	byom
𠆩	byom
𦨲	byom
氾	byom
颿	byom
柉	byom
䒦	ꝑyom
𣢲	ꝑyom
董	tugq
蝀	tugq
箽	tugq
懂	tugq
蕫	tugq
䵔	tugq
𧄓	tugq
蠓	mugq
𤾬	mugq
鸏	mugq
濛	mugq
朦	mugq
曚	mugq
懵	mugq
孔	ꝁugq
倥	ꝁugq
㪌	sugq
𥳺	sugq
檧	sugq
侗	ŧugq
桶	ŧugq
曈	ŧugq
捅	ŧugq
緫	țugq
揔	țugq
𢝰	țugq
嵸	țugq
㢔	țugq
𩮀	țugq
蓯	țugq
𩱛	țugq
猣	țugq
翪	țugq
䁓	țugq
㷓	țugq
𢉛	țugq
𨍈	țugq
偬	țugq
澒	hugq
鴻	hugq
𧋔	hugq
𠳃	hugq
汞	hugq
蓊	qugq
滃	qugq
暡	qugq
郺	qugq
勜	qugq
䈵	qugq
䐥	qugq
塕	qugq
𤌏	qugq
𨑊	nugq
琫	pugq
菶	pugq
𦂌	pugq
俸	pugq
曨	lugq
襱	lugq
巃	lugq
竉	lugq
籠	lugq
攏	lugq
𢤱	lugq
儱	lugq
龓	lugq
嗊	xugq
𢦅	xugq
動	dugq
𨔝	dugq
酮	dugq
姛	dugq
眮	dugq
詷	dugq
桶	dugq
挏	dugq
硐	dugq
菶	bugq
唪	bugq
埲	bugq
腫	tyogq
種	tyogq
踵	tyogq
歱	tyogq
㣫	tyogq
喠	tyogq
寵	ŧryogq
𧼙	ŧryogq
埫	ŧryogq
隴	lyogq
壠	lyogq
㙙	lyogq
擁	qyogq
𢶜	qyogq
壅	qyogq
宂	nyogq
𡦼	nyogq
穁	nyogq
䢇	nyogq
𣭲	nyogq
氄	nyogq
軵	nyogq
𤘺	nyogq
𪕎	nyogq
𢫨	nyogq
𨍷	nyogq
搑	nyogq
重	dryogq
𢝆	dryogq
襱	dryogq
鮦	dryogq
冢	tryogq
塚	tryogq
奉	byogq
唪	byogq
捧	ꝑyogq
勇	jyogq
恿	jyogq
涌	jyogq
甬	jyogq
踊	jyogq
慂	jyogq
𧻹	jyogq
塎	jyogq
悀	jyogq
埇	jyogq
溶	jyogq
蛹	jyogq
傛	jyogq
俑	jyogq
𧗴	jyogq
恐	ꝁyogq
𢖶	ꝁyogq
𦶐	ꝁyogq
尰	dyogq
瘇	dyogq
𢡹	dyogq
拱	kyogq
拲	kyogq
䂬	kyogq
鞏	kyogq
蛬	kyogq
孓	kyogq
珙	kyogq
廾	kyogq
𢪒	kyogq
㤨	kyogq
𢸁	kyogq
㼦	kyogq
㧬	kyogq
䡗	kyogq
䱋	kyogq
巩	kyogq
栱	kyogq
輁	kyogq
悚	syogq
竦	syogq
慫	syogq
聳	syogq
𦄼	syogq
㩳	syogq
駷	syogq
愯	syogq
傱	syogq
䙕	syogq
洶	xyogq
詾	xyogq
兇	xyogq
覂	pyogq
𢇫	pyogq
湩	togq
𪁪	mogq
䏵	mogq
䅃	cyogq
𨿿	ŧyogq
喠	ŧyogq
𢃭	tyogq
𢃓	tyogq
䙕	țyogq
講	krogq
港	krogq
傋	krogq
耩	krogq
㭋	brogq
棒	brogq
棓	brogq
玤	brogq
𢗒	brogq
蚌	brogq
蜯	brogq
䎧	brogq
慃	qrogq
𠈵	mrogq
𪁪	mrogq
項	hrogq
缿	hrogq
𦂌	progq
傋	xrogq
𢞡	xrogq
紙	tieq
帋	tieq
只	tieq
坻	tieq
軹	tieq
枳	tieq
咫	tieq
扺	tieq
𣲵	tieq
砥	tieq
坁	tieq
汦	tieq
抧	tieq
恀	tieq
䅩	tieq
䳅	tieq
是	dieq
氏	dieq
媞	dieq
諟	dieq
恀	dieq
徥	dieq
𤜣	dieq
褆	dieq
姼	dieq
䟗	dieq
靡	mrieq
𨇻	mrieq
𪎓	mrieq
骳	mrieq
𦗕	mrieq
𡬍	mrieq
蘼	mrieq
彼	prieq
㗗	prieq
柀	prieq
佊	prieq
𠐌	prieq
被	brieq
罷	brieq
毀	xryeq
燬	xryeq
檓	xryeq
毇	xryeq
𥶵	xryeq
𠷏	xryeq
譭	xryeq
㩓	xryeq
烜	xryeq
𡢕	xryeq
委	qryeq
骫	qryeq
𠷏	qryeq
蜲	qryeq
䍴	qryeq
跪	ꝁryeq
𣄲	ꝁryeq
詭	kryeq
垝	kryeq
陒	kryeq
䣀	kryeq
攱	kryeq
䤥	kryeq
觤	kryeq
恑	kryeq
蛫	kryeq
祪	kryeq
庪	kryeq
䃽	kryeq
庋	kryeq
洈	kryeq
蟡	kryeq
𪀗	kryeq
姽	kryeq
桅	kryeq
佹	kryeq
髓	syeq
嶲	syeq
靃	syeq
䭉	syeq
𣿂	syeq
絫	lyeq
累	lyeq
樏	lyeq
䉂	lyeq
厽	lyeq
垒	lyeq
技	crieq
妓	crieq
徛	crieq
伎	crieq
錡	crieq
䗁	crieq
倚	qrieq
猗	qrieq
椅	qrieq
旖	qrieq
輢	qrieq
掎	krieq
剞	krieq
庋	krieq
㞆	krieq
踦	krieq
㱦	krieq
攲	krieq
綺	ꝁrieq
婍	ꝁrieq
碕	ꝁrieq
䞚	ꝁrieq
㥓	ꝁrieq
觭	ꝁrieq
㾨	ꝁrieq
螘	grieq
蟻	grieq
蛾	grieq
錡	grieq
礒	grieq
齮	grieq
艤	grieq
檥	grieq
㠖	grieq
轙	grieq
羛	grieq
䰙	grieq
蔿	hryeq
鄬	hryeq
儰	hryeq
䧦	hryeq
𤾸	hryeq
𤺉	hryeq
䦱	hryeq
薳	hryeq
寪	hryeq
觜	țyeq
㭰	țyeq
蘂	nyeq
蕊	nyeq
甤	nyeq
繠	nyeq
此	ṯieq
跐	ṯieq
佌	ṯieq
玼	ṯieq
泚	ṯieq
𩢑	ṯieq
𠈈	ṯieq
𧺼	ṯieq
𡘌	ṯieq
豸	drieq
褫	drieq
陊	drieq
䊓	drieq
踶	drieq
傂	drieq
杝	drieq
阤	drieq
䚦	drieq
廌	drieq
褆	drieq
徥	drieq
徙	sieq
壐	sieq
璽	sieq
𠈈	sieq
𢇌	sieq
酏	jieq
迆	jieq
匜	jieq
衪	jieq
肔	jieq
崺	jieq
扡	jieq
㥴	jieq
孈	jieq
邐	lieq
峛	lieq
㸚	lieq
躧	srieq
𩎉	srieq
灑	srieq
纚	srieq
縰	srieq
釃	srieq
𩌦	srieq
屣	srieq
矖	srieq
簁	srieq
𢔌	pieq
俾	pieq
鞞	pieq
箄	pieq
𪐄	pieq
髀	pieq
崥	pieq
𦸣	pieq
𠬈	pieq
𢳋	pieq
爾	nieq
尒	nieq
邇	nieq
𨒛	nieq
渳	mieq
弭	mieq
濔	mieq
瀰	mieq
芈	mieq
敉	mieq
侎	mieq
葞	mieq
蝆	mieq
䦵	mieq
㥝	mieq
婢	bieq
庳	bieq
侈	ŧieq
姼	ŧieq
𡚼	ŧieq
鉹	ŧieq
誃	ŧieq
㢋	ŧieq
㢁	ŧieq
垑	ŧieq
懘	ŧieq
㶴	ŧieq
袳	ŧieq
袲	ŧieq
𧰲	ŧieq
恀	ŧieq
哆	ŧieq
弛	šieq
豕	šieq
阤	šieq
紫	țieq
訿	țieq
訾	țieq
啙	țieq
𣸆	țieq
跐	țieq
茈	țieq
呰	țieq
㧗	țieq
捶	tyeq
箠	tyeq
𦓝	tyeq
䮔	tyeq
沝	tyeq
揣	ṯryeq
㪜	ṯryeq
𤢍	zyeq
舓	žieq
𦧇	žieq
舐	žieq
𤜣	žieq
㧗	țrieq
跐	țrieq
㱟	ꝑrieq
紴	ꝑrieq
披	ꝑrieq
諀	ꝑieq
庀	ꝑieq
疕	ꝑieq
仳	ꝑieq
䚹	ꝑieq
吡	ꝑieq
䓈	jyeq
䔺	jyeq
芛	jyeq
撱	jyeq
䝐	jyeq
𤼒	jyeq
惢	d̦yeq
跬	ꝁyeq
䞨	ꝁyeq
頍	ꝁyeq
䠑	ꝁyeq
狔	nrieq
旎	nrieq
抳	nrieq
硊	gryeq
頠	gryeq
姽	gryeq
𪀗	gryeq
跪	cryeq
褫	ŧrieq
㨖	trieq
𧛢	trieq
𪖪	xrieq
企	ꝁieq
跂	ꝁieq
菙	dyeq
㥨	dyeq
枳	kieq
旨	tiq
指	tiq
恉	tiq
祁	tiq
䛗	tiq
厎	tiq
砥	tiq
茋	tiq
視	diq
眡	diq
眎	diq
美	mryiq
媺	mryiq
𤛎	mryiq
渼	mryiq
媄	mryiq
鄙	pryiq
啚	pryiq
娝	pryiq
痞	pryiq
兕	ziq
𧰽	ziq
𠒅	ziq
𠒃	ziq
羠	ziq
薙	ziq
䒨	ziq
几	kriq
𪊨	kriq
麂	kriq
㞦	kriq
机	kriq
䢳	kriq
𤜝	kriq
㞛	kriq
䂹	kriq
𡛷	țiq
秭	țiq
匕	piq
妣	piq
秕	piq
比	piq
䃾	piq
沘	piq
枇	piq
朼	piq
疕	piq
髀	piq
軌	kryiq
簋	kryiq
朹	kryiq
晷	kryiq
厬	kryiq
𣷾	kryiq
宄	kryiq
匭	kryiq
㔲	kryiq
頯	kryiq
氿	kryiq
𧗝	kryiq
洧	hryiq
鮪	hryiq
痏	hryiq
䵋	hryiq
矢	šiq
𠂕	šiq
𦳊	šiq
屎	šiq
雉	driq
滍	driq
薙	driq
死	siq
牝	biq
履	liq
水	šyiq
壘	lyiq
蜼	lyiq
猚	lyiq
櫐	lyiq
蘽	lyiq
㶟	lyiq
𡻭	lyiq
轠	lyiq
鸓	lyiq
藟	lyiq
誄	lyiq
耒	lyiq
讄	lyiq
𤢹	lyiq
揆	cyiq
楑	cyiq
𢜽	cyiq
嫢	cyiq
湀	cyiq
趡	ṯyiq
踓	ṯyiq
𨿐	ṯyiq
柅	nriq
癸	kyiq
湀	kyiq
否	bryiq
痞	bryiq
圮	bryiq
仳	bryiq
殍	bryiq
𢁦	bryiq
䤏	bryiq
𢻹	bryiq
㠑	d̦yiq
嚭	ꝑryiq
秠	ꝑryiq
疕	ꝑryiq
𡺮	ꝑryiq
𢻹	ꝑryiq
蕊	nyiq
甤	nyiq
繠	nyiq
唯	jyiq
蓶	jyiq
䲊	jyiq
壝	jyiq
瀢	jyiq
孈	jyiq
㨊	jyiq
踓	jyiq
㰻	qriq
濢	țyiq
噿	țyiq
嗺	țyiq
臎	țyiq
黹	triq
𢾫	triq
夂	triq
㨖	triq
𡳭	ŧriq
𧿲	tiq
䁤	xyiq
䣀	cryiq
跽	criq
巋	ꝁryiq
蘬	ꝁryiq
止	tivq
畤	tivq
沚	tivq
洔	tivq
茝	tivq
趾	tivq
址	tivq
阯	tivq
芷	tivq
厎	tivq
市	divq
恃	divq
畤	divq
徵	trivq
𧩼	trivq
㨖	trivq
喜	xivq
憙	xivq
蟢	xivq
紀	kivq
己	kivq
妀	kivq
𠮯	kivq
以	jivq
㠯	jivq
巳	jivq
苡	jivq
苢	jivq
佁	jivq
攺	jivq
似	zivq
佀	zivq
祀	zivq
𥘰	zivq
禩	zivq
姒	zivq
巳	zivq
耜	zivq
𦓨	zivq
汜	zivq
洍	zivq
泤	zivq
攺	zivq
鈶	zivq
𪊍	zivq
史	srivq
使	srivq
駛	srivq
𩰢	srivq
耳	nivq
洱	nivq
駬	nivq
䋙	nivq
𪕔	nivq
里	livq
裏	livq
鯉	livq
悝	livq
李	livq
㾖	livq
理	livq
娌	livq
俚	livq
𨛋	livq
枲	sivq
萆	sivq
𤟧	sivq
䈚	sivq
葸	sivq
諰	sivq
𠪙	sivq
始	šivq
歭	drivq
跱	drivq
峙	drivq
痔	drivq
㣥	drivq
洔	drivq
畤	drivq
秲	drivq
庤	drivq
起	ꝁivq
邔	ꝁivq
杞	ꝁivq
屺	ꝁivq
玘	ꝁivq
芑	ꝁivq
士	d̦rivq
仕	d̦rivq
𣐈	d̦rivq
𢨪	d̦rivq
戺	d̦rivq
俟	zrivq
竢	zrivq
涘	zrivq
騃	zrivq
𥾩	zrivq
𥏳	zrivq
𢓪	zrivq
子	țivq
㜽	țivq
仔	țivq
虸	țivq
耔	țivq
秄	țivq
梓	țivq
杍	țivq
矣	hivq
𦮸	hivq
擬	givq
儗	givq
薿	givq
孴	givq
譺	givq
𥣖	givq
齒	ŧivq
紕	ŧivq
恥	ŧrivq
祉	ŧrivq
褫	ŧrivq
𠟴	ṯrivq
欼	ṯrivq
㱀	ṯrivq
滓	țrivq
笫	țrivq
胏	țrivq
䔂	țrivq
𠂔	țrivq
譩	qivq
醷	qivq
伱	nrivq
聻	nrivq
尾	myuiq
亹	myuiq
斖	myuiq
浘	myuiq
娓	myuiq
䞔	myuiq
䅏	myuiq
䬿	myuiq
扆	qiviq
㥋	qiviq
偯	qiviq
庡	qiviq
僾	qiviq
靉	qiviq
豈	ꝁiviq
䔇	ꝁiviq
蟣	kiviq
幾	kiviq
穖	kiviq
𩴆	kiviq
斐	ꝑyuiq
菲	ꝑyuiq
朏	ꝑyuiq
悱	ꝑyuiq
𩦎	ꝑyuiq
奜	ꝑyuiq
䨽	ꝑyuiq
匪	pyuiq
篚	pyuiq
棐	pyuiq
餥	pyuiq
榧	pyuiq
蜰	pyuiq
䕁	pyuiq
蜚	pyuiq
韙	hyuiq
煒	hyuiq
暐	hyuiq
偉	hyuiq
瑋	hyuiq
葦	hyuiq
椲	hyuiq
韡	hyuiq
𩘚	hyuiq
媁	hyuiq
愇	hyuiq
鍏	hyuiq
𢯷	hyuiq
鬼	kyuiq
虺	xyuiq
𤈦	xyuiq
𩃾	xyuiq
虫	xyuiq
卉	xyuiq
顗	giviq
螘	giviq
豨	xiviq
俙	xiviq
𪖥	xiviq
霼	xiviq
唏	xiviq
磈	qyuiq
嵔	qyuiq
膹	byuiq
䆏	byuiq
橨	byuiq
蟦	byuiq
陫	byuiq
䒈	byuiq
語	gioq
篽	gioq
籞	gioq
圉	gioq
敔	gioq
圄	gioq
衙	gioq
齬	gioq
鋙	gioq
䥏	gioq
禦	gioq
蘌	gioq
吕	lioq
膂	lioq
旅	lioq
𥰠	lioq
祣	lioq
穭	lioq
梠	lioq
儢	lioq
侣	lioq
㭚	lioq
郘	lioq
絽	lioq
𢈚	lioq
佇	drioq
竚	drioq
芧	drioq
苧	drioq
紵	drioq
杼	drioq
羜	drioq
宁	drioq
眝	drioq
與	jioq
与	jioq
𢌱	jioq
歟	jioq
予	jioq
藇	jioq
㦛	jioq
䰞	tioq
煑	tioq
陼	tioq
渚	tioq
汝	nioq
肗	nioq
茹	nioq
㼋	nioq
𪏮	nioq
𡫽	nioq
暑	šioq
鼠	šioq
黍	šioq
𧑓	šioq
癙	šioq
杵	ŧioq
處	ŧioq
貯	trioq
𡪄	trioq
𢁼	trioq
褚	trioq
𤲑	trioq
䍆	trioq
著	trioq
詝	trioq
䘢	trioq
諝	sioq
胥	sioq
㥠	sioq
稰	sioq
醑	sioq
湑	sioq
糈	sioq
楈	sioq
𥚩	sioq
楮	ŧrioq
柠	ŧrioq
褚	ŧrioq
女	nrioq
籹	nrioq
許	xioq
鄦	xioq
巨	cioq
拒	cioq
秬	cioq
距	cioq
𧣒	cioq
炬	cioq
粔	cioq
𧇽	cioq
虡	cioq
鐻	cioq
鉅	cioq
苣	cioq
駏	cioq
𦼫	cioq
𦊐	cioq
詎	cioq
歫	cioq
䶙	cioq
所	srioq
𠩄	srioq
糈	srioq
齭	srioq
疋	srioq
盨	srioq
䝪	srioq
楚	ṯrioq
礎	ṯrioq
齭	ṯrioq
齼	ṯrioq
𪓐	ṯrioq
䙘	ṯrioq
憷	ṯrioq
濋	ṯrioq
阻	țrioq
俎	țrioq
齟	d̦rioq
鉏	d̦rioq
咀	d̦ioq
沮	d̦ioq
怚	d̦ioq
袓	d̦ioq
跙	d̦ioq
𧽟	d̦ioq
𢮁	qioq
𩩘	qioq
舉	kioq
莒	kioq
櫸	kioq
筥	kioq
𥴧	kioq
𧺹	kioq
弆	kioq
柜	kioq
䢹	kioq
𠢈	kioq
敘	zioq
緒	zioq
藇	zioq
序	zioq
漵	zioq
抒	zioq
嶼	zioq
鱮	zioq
𨣦	zioq
𥎗	zioq
𡱣	zioq
去	ꝁioq
麮	ꝁioq
弆	ꝁioq
𧉧	ꝁioq
𥿇	ꝁioq
紓	žioq
抒	žioq
杼	žioq
野	dioq
墅	dioq
𥅗	ṯioq
苴	țioq
咀	țioq
䃊	țioq
麌	gyoq
俁	gyoq
噳	gyoq
羽	hyoq
禹	hyoq
雨	hyoq
宇	hyoq
㝢	hyoq
瑀	hyoq
祤	hyoq
栩	hyoq
鄅	hyoq
頨	hyoq
楀	hyoq
萭	hyoq
䣁	hyoq
聥	hyoq
䨞	hyoq
聚	d̦yoq
鄹	d̦yoq
甫	pyoq
脯	pyoq
斧	pyoq
頫	pyoq
俯	pyoq
府	pyoq
腑	pyoq
簠	pyoq
黼	pyoq
蜅	pyoq
莆	pyoq
𧉊	pyoq
俌	pyoq
㕮	pyoq
父	pyoq
𥒰	pyoq
蚥	pyoq
鯆	pyoq
郙	pyoq
武	myoq
舞	myoq
儛	myoq
嫵	myoq
侮	myoq
𦌬	myoq
憮	myoq
㒇	myoq
珷	myoq
碔	myoq
廡	myoq
𢋑	myoq
甒	myoq
潕	myoq
鵡	myoq
䳇	myoq
𢜮	myoq
膴	myoq
瞴	myoq
娬	myoq
敄	myoq
䒉	myoq
䍙	myoq
𤍍	myoq
父	byoq
輔	byoq
䩉	byoq
𩒺	byoq
腐	byoq
𩾿	byoq
滏	byoq
䭸	byoq
㕮	byoq
蚥	byoq
㾈	byoq
秿	byoq
鬴	byoq
釜	byoq
䪔	byoq
撫	ꝑyoq
𢻬	ꝑyoq
弣	ꝑyoq
𠛺	ꝑyoq
拊	ꝑyoq
殕	ꝑyoq
䋨	ꝑyoq
俌	ꝑyoq
剖	ꝑyoq
䌗	ꝑyoq
䯽	ꝑyoq
𠟌	ꝑyoq
䞤	ꝑyoq
柱	dryoq
